"fishID","imageFile","pecFinBaseWidth","pecFinLength","lakeID","DOC","stdLength","finLengthSS","finBaseSS","finRatioSS"
"LT_FN8_20180606_1700_FN_blgMorphologyDOC.20180626_12","LT FN 06-05 012.jpg",5.687078659,26.290978250533,"Lost",4.02,88.8050991883349,33.1949825355888,7.39258753131823,4.49030632305135
"LT_FN8_20180606_1700_FN_blgMorphologyDOC.20180626_13","LT FN 06-05 013.jpg",6.717463097,35.4185221600224,"Lost",4.02,125.393174056844,34.3174527621651,6.48302552401989,5.29343169096242
"LT_FN8_20180606_1700_FN_blgMorphologyDOC.20180626_15","LT FN 06-05 015.jpg",7.688301,35.957480171586,"Lost",4.02,117.431224749979,36.6384201256211,7.85226524333109,4.66596822575982
"LT_WholeShoreline_20180725_2200_BE_blgMorphologyDOC.20180626_1","LT shock 07-25 001.jpg",6.176082964,33.7231583397819,"Lost",4.02,116.134900447023,34.6557373576384,6.36852613957114,5.4417202030943
"LT_WholeShoreline_20180725_2200_BE_blgMorphologyDOC.20180626_2","LT shock 07-25 002.jpg",3.665044391,21.8443018402969,"Lost",4.02,74.5809592250596,31.5339860729531,5.53890328694952,5.69318228524622
"LT_WholeShoreline_20180725_2200_BE_blgMorphologyDOC.20180626_3","LT shock 07-25 003.jpg",4.978612029,26.0903309174108,"Lost",4.02,84.2548261682973,34.2984606534073,6.77225261266763,5.06455718873383
"LT_WholeShoreline_20180725_2200_BE_blgMorphologyDOC.20180626_4","LT shock 07-25 004.jpg",2.20191629,22.2578272490825,"Lost",4.02,78.5519106294048,30.8770169717798,3.18199170564242,9.70367613373335
"LT_WholeShoreline_20180725_2200_BE_blgMorphologyDOC.20180626_5","LT shock 07-25 005.jpg",5.47789954,28.6121285850948,"Lost",4.02,95.0869940751626,34.2797441496287,6.71273452167906,5.10667359761075
"LT_WholeShoreline_20180725_2200_BE_blgMorphologyDOC.20180626_12","LT shock 07-25 012.jpg",4.19100871,25.5845153673076,"Lost",4.02,87.5992941280351,32.6436756690116,5.51252706461582,5.92172614961784
"LT_WholeShoreline_20180725_2200_BE_blgMorphologyDOC.20180626_14","LT shock 07-25 014.jpg",3.017376741,20.8731212237174,"Lost",4.02,76.6858198940326,29.4952922077525,4.45185272796482,6.62539711218983
"MC_FN7_20180629_1442_FN_blgMorphologyDOC.20180626_11","MC FN7  06-29 011.jpg",5.845034597,38.1779565555832,"McCullough",14.3,133.803280983166,35.1935158583604,5.3336452719473,6.5983982930892
"MC_FN7_20180629_1442_FN_blgMorphologyDOC.20180626_1","MC FN7 06-29 001.jpg",8.648047248,40.6287432236096,"McCullough",14.3,150.017599369307,34.3054749407504,7.1495128702572,4.79829543121254
"MC_FN7_20180629_1442_FN_blgMorphologyDOC.20180626_3","MC FN7 06-29 003.jpg",7.544849013,39.988425275947,"McCullough",14.3,142.443336448744,35.1342307042495,6.52274604850999,5.3864170769419
"MC_FN7_20180629_1442_FN_blgMorphologyDOC.20180626_5","MC FN7 06-29 005.jpg",8.028516608,36.8729173818671,"McCullough",14.3,137.126975237405,33.3564770481727,7.17256076346101,4.65056737031769
"MC_FN7_20180629_1442_FN_blgMorphologyDOC.20180626_6","MC FN7 06-29 006.jpg",6.932197737,35.3487714779453,"McCullough",14.3,122.940008549739,34.7731116030341,6.80534268975087,5.109678261376
"MC_FN7_20180629_1442_FN_blgMorphologyDOC.20180626_7","MC FN7 06-29 007.jpg",7.237784955,42.4165013438166,"McCullough",14.3,137.721308964045,38.2442538570279,6.44203893864836,5.93666915416877
"MC_FN7_20180629_1442_FN_blgMorphologyDOC.20180626_9","MC FN7 06-29 009.jpg",7.46782692,43.4930821910795,"McCullough",14.3,148.384002021276,37.0338808025394,6.23242637253683,5.94212888991823
"MC_FN7_20180629_1442_FN_blgMorphologyDOC.20180626_10","MC FN7 06-29 010.jpg",7.924571501,39.2539679804475,"McCullough",14.3,130.18602753464,36.954488020234,7.4043456313242,4.99091882797819
"MC_FN7_20180629_1442_FN_blgMorphologyDOC.20180626_14","MC FN7 06-29 014.jpg",6.867895735,37.3231098811447,"McCullough",14.3,132.993114414995,34.566216427694,6.29995509111638,5.48674013191556
"MC_FN8_20180629_1429_FN_blgMorphologyDOC.20180626_2","MC FN8 06-29 002.jpg",6.533489325,35.839089999608,"McCullough",14.3,122.445561452917,35.3646419321836,6.43628055270034,5.49457744152348
"MC_FN8_20180629_1429_FN_blgMorphologyDOC.20180626_3","MC FN8 06-29 003.jpg",6.338173154,35.3314071190209,"McCullough",14.3,121.848235974839,34.994757385789,6.27028229278512,5.58104974413283
"MC_FN8_20180629_1429_FN_blgMorphologyDOC.20180626_4","MC FN8 06-29 004.jpg",5.82619013,33.1674961570813,"McCullough",14.3,115.683012370875,34.1868343930378,6.02798224931408,5.67135618173525
"MC_FN8_20180629_1429_FN_blgMorphologyDOC.20180626_5","MC FN8 06-29 005.jpg",5.842798832,30.0595682026539,"McCullough",14.3,105.293553462546,33.3035140803563,6.55668539705191,5.07932164860779
"MC_FN8_20180629_1429_FN_blgMorphologyDOC.20180626_6","MC FN8 06-29 006.jpg",7.115502949,38.9474996112716,"McCullough",14.3,134.854549587769,35.6879298845269,6.44924460422457,5.53366046329667
