"fishID","eyeWidth","stdLength","lakeID","DOC","basin","eyewidth.ss"
"BH FN3 012 06-28.jpg",7.085982483,77.6057439815507,"Birch",10.9,7,8.8215393921822
"BH FN3 013 06-28.jpg",6.985169871,68.9239079595027,"Birch",10.9,7,9.36717409141137
"BH FN4 001 06-28.jpg",6.620351326,69.0175051697756,"Birch",10.9,7,8.87040266338537
"BH FN4 002 06-28.jpg",10.3424806,113.998995207502,"Birch",10.9,7,10.1184635441019
"BH FN4 003 06-28.jpg",10.55378192,122.497429400988,"Birch",10.9,7,9.87029969380126
"BH FN4 004 06-28.jpg",8.819642836,110.995680783083,"Birch",10.9,7,8.77418496726944
"CR FN1 001.jpg",6.718029009,64.9736583635245,"Crampton",5,4,9.34837351488843
"CR FN1 002.jpg",9.97853525,124.827730333047,"Crampton",5,4,9.22275098242075
"CR FN1 003.jpg",8.764818133,108.588121537349,"Crampton",5,4,8.84029436446203
"CR FN1 004.jpg",6.773560978,64.9022072346542,"Crampton",5,4,9.43214941248767
"CR FN1 005.jpg",7.4017778,83.2392399274525,"Crampton",5,4,8.8187866909162
"CR FN1 006.jpg",7.483751915,77.1095262859266,"Crampton",5,4,9.35425957731028
"CR FN1 007.jpg",5.729307362,61.568964804437,"Crampton",5,4,8.24602141747138
"CR FN1 008.jpg",9.395776312,102.729921772481,"Crampton",5,4,9.81181823199637
"CR FN1 009.jpg",9.657442451,107.226411933488,"Crampton",5,4,9.81793859426472
"CR FN1 010.jpg",5.878096,56.3885861306169,"Crampton",5,4,8.93919708913336
"CR FN1 011.jpg",7.085205,79.4777496058488,"Crampton",5,4,8.68980179186731
"CR FN1 012.jpg",6.665341,66.3941059255263,"Crampton",5,4,9.15020789143497
"CR FN1 013.jpg",7.085205,75.4055271929717,"Crampton",5,4,8.98098494342986
"CR FN1 014.jpg",6.458821626,62.4236588614445,"Crampton",5,4,9.21602541914022
"CR FN1 015.jpg",6.613691011,64.5879257673599,"Crampton",5,4,9.23758780970063
"CR FN7 001.jpg",9.132645233,111.920484901469,"Crampton",5,4,9.03845607339658
"CR FN7 002.jpg",9.458741304,101.884494593535,"Crampton",5,4,9.92885391047149
"CR FN7 003.jpg",6.561214674,62.4763151802345,"Crampton",5,4,9.35718360331196
"CR FN7 004.jpg",10.23633792,117.199394681372,"Crampton",5,4,9.84236478379968
"CR FN9 001.jpg",9.349194993,104.248723114099,"Crampton",5,4,9.67379616031007
"CR FN9 002.jpg",11.54673711,134.625515138142,"Crampton",5,4,10.1786163077798
"CR FN9 003.jpg",10.34128207,119.5567,"Crampton",5,4,9.8199582911954
"CR FN9 004.jpg",7.452586,80.6129055435295,"Crampton",5,4,9.05951446208215
"CR FN9 005.jpg",6.404861556,61.7396415449588,"Crampton",5,4,9.20234892855362
"CR FN9 006.jpg",6.298834656,68.9114885196946,"Crampton",5,4,8.44774646169439
"CR FN9 007.jpg",6.678551971,64.6708259515061,"Crampton",5,4,9.32068653784888
"CR FN9 008.jpg",6.463084875,65.1208522607774,"Crampton",5,4,8.9808656730048
"CR FN9 009.jpg",6.981028173,69.5409129796985,"Crampton",5,4,9.30948333272612
"CR FN9 010.jpg",9.920536517,119.996875415654,"Crampton",5,4,9.39875393632484
"CR FN9 011.jpg",7.981730869,88.3045924579803,"Crampton",5,4,9.16417013441423
"FD Electro 001.jpg",7.242844153,72.2010369278032,"Found",6.21,7,9.43406972372214
"FD Electro 002.jpg",9.561129327,102.920826975156,"Found",6.21,7,9.97288352244897
"FD Electro 003.jpg",8.923499148,115.461007454118,"Found",6.21,7,8.66077948970205
"FD Electro 004.jpg",8.882195382,106.006614571167,"Found",6.21,7,9.09477985555495
"FD Electro 005.jpg",9.356704802,117.113827405008,"Found",6.21,7,9.00070523958199
"FD Electro 006.jpg",7.56046716,73.8528463842119,"Found",6.21,7,9.70917928592831
"FD Electro 007.jpg",9.135811552,110.850488179935,"Found",6.21,7,9.09618216524135
"FD Electro 008.jpg",9.920536517,117.905832390514,"Found",6.21,7,9.50286381903406
"FD Electro 009.jpg",8.817144,96.1554843961071,"Found",6.21,7,9.59718488821142
"FD Electro 010.jpg",8.768588488,99.7368107595185,"Found",6.21,7,9.32810836951445
"FD Electro 011.jpg",9.511159184,105.026995089072,"Found",6.21,7,9.79562100060322
"FD Electro 012.jpg",7.243414583,69.8789473636373,"Found",6.21,7,9.63007866807812
"FD Electro 013.jpg",6.87607422,69.0065987176589,"Found",6.21,7,9.21395025144422
"FD Electro 014.jpg",9.606683065,104.05519217324,"Found",6.21,7,9.95180537047769
"FD Electro 015.jpg",9.29186281,102.080792607522,"Found",6.21,7,9.74192371312579
"FD Electro 016.jpg",6.770307,68.2850387825913,"Found",6.21,7,9.13217760590915
"FD Electro 017.jpg",9.71063153,114.907727563859,"Found",6.21,7,9.45314939042549
"FD Electro 018.jpg",9.44927229,109.724682625743,"Found",6.21,7,9.46865902747178
"FD Electro 019.jpg",7.298156979,74.3267347287637,"Found",6.21,7,9.3348293146666
"FD Electro 020.jpg",6.996202412,77.7522974787241,"Found",6.21,7,8.69947847097052
"FD Electro 021.jpg",7.610215974,77.4037500056037,"Found",6.21,7,9.4896580787748
"FD Electro 022.jpg",7.454249008,77.1012187431561,"Found",6.21,7,9.31801173919607
"FD Electro 023.jpg",7.190171,77.7881972842282,"Found",6.21,7,8.93808423338016
"FD Electro 024.jpg",7.924933,82.8828423114217,"Found",6.21,7,9.46751780661236
"FD Electro 025.jpg",6.927954796,71.6140080792159,"Found",6.21,7,9.07019726944177
"FD Electro 026.jpg",7.665393241,83.3443516090923,"Found",6.21,7,9.12564962179966
"FD Electro 027.jpg",7.40308016,79.0215830462159,"Found",6.21,7,9.11247637778534
"FD Electro 028.jpg",7.812742848,78.8307294479761,"Found",6.21,7,9.63131496465759
"FD Electro 029.jpg",6.035773183,56.1119530411302,"Found",6.21,7,9.20731822121655
"FD Electro 030.jpg",7.090062872,67.2185272108814,"Found",6.21,7,9.65828873384215
"HB AN 001 07-24.jpg",10.91974369,161.727669470162,"Hummingbird",24.5,4,8.58074829222907
"HB AN 001.jpg",11.87786648,180.237789118292,"Hummingbird",24.5,4,8.72087816179577
"HB AN 002 07-24.jpg",11.19746668,153.411653951876,"Hummingbird",24.5,4,9.09492200361386
"HB AN 002.jpg",11.84640249,178.387462944233,"Hummingbird",24.5,4,8.75420262107826
"HB AN 003 07-24.jpg",10.549083,137.554672202292,"Hummingbird",24.5,4,9.17458235455003
"HB AN 003.jpg",11.39473496,170.937615732816,"Hummingbird",24.5,4,8.64856435705547
"HB AN 004 07-24.jpg",11.28823807,158.078554310254,"Hummingbird",24.5,4,8.99807906566154
"HB AN 004.jpg",11.38893193,174.581648285551,"Hummingbird",24.5,4,8.53064983123303
"HB AN 005 07-24.jpg",11.91549048,150.976170918493,"Hummingbird",24.5,4,9.77566438644411
"HB AN 005.jpg",12.30298243,169.612822707394,"Hummingbird",24.5,4,9.38355947211729
"HB AN 006 07-24.jpg",10.760167,149.416892076699,"Hummingbird",24.5,4,8.88543587074865
"HB AN 006.jpg",11.70794453,169.288175353921,"Hummingbird",24.5,4,8.94044774736569
"HB AN 007 07-24.jpg",10.29001459,154.573079080058,"Hummingbird",24.5,4,8.31845375249643
"HB AN 007.jpg",11.703709,159.0741235191,"Hummingbird",24.5,4,9.29262808336686
"HB AN 008 07-24.jpg",10.07728268,154.199137092689,"Hummingbird",24.5,4,8.15885539279732
"HB AN 008.jpg",11.24900597,164.551079356229,"Hummingbird",24.5,4,8.74413260645316
"HB AN 009 07-24.jpg",9.816566005,156.338762131501,"Hummingbird",24.5,4,7.87943502113289
"HB AN 009.jpg",11.07503225,167.052683448815,"Hummingbird",24.5,4,8.52788524964611
"HB AN 010 07-24.jpg",10.21209138,145.867154794662,"Hummingbird",24.5,4,8.5608714738224
"HB AN 010.jpg",10.44886313,152.834661586958,"Hummingbird",24.5,4,8.50694730845415
"HB AN 011 07-24.jpg",10.2878729,152.991468080707,"Hummingbird",24.5,4,8.37049640302885
"HB AN 011.jpg",10.34034978,166.632389030014,"Hummingbird",24.5,4,7.9747513641468
"HB AN 012 07-24.jpg",9.615997075,128.518521103536,"Hummingbird",24.5,4,8.72686023260788
"HB AN 012.jpg",11.28579769,159.99626894756,"Hummingbird",24.5,4,8.92841196603504
"HB AN 013 07-24.jpg",10.19265261,143.646660458954,"Hummingbird",24.5,4,8.62710755427119
"HB AN 014 07-24.jpg",9.991638501,130.263376769144,"Hummingbird",24.5,4,8.99146348664687
"HB AN 015 07-24.jpg",10.36522641,148.095174992739,"Hummingbird",24.5,4,8.60709536316699
"HB FN3 001.jpg",9.231837441,144.506794218992,"Hummingbird",24.5,4,7.7846915880612
"HB FN9 001.jpg",10.43411572,134.410124226191,"Hummingbird",24.5,4,9.20705805519197
"HB FN9 002.jpg",8.861999234,123.417328761767,"Hummingbird",24.5,4,8.24931433819224
"LC Electro1 001.jpg",6.770307,79.7599523829472,"Little_Crooked",NA,NA,8.28516573180896
"LC Electro1 002.jpg",8.143156474,88.9876217641532,"Little_Crooked",NA,NA,9.3044753612171
"LC Electro1 003.jpg",9.919425843,120.965267022315,"Little_Crooked",NA,NA,9.35048607880893
"LC Electro1 004.jpg",8.244008524,100.932218421127,"Little_Crooked",NA,NA,8.7048209559556
"LC Electro1 005.jpg",8.082552398,90.8265705503626,"Little_Crooked",NA,NA,9.11760850024363
"LC Electro1 006.jpg",8.457745773,99.3435606674635,"Little_Crooked",NA,NA,9.01973321997086
"LC Electro1 007.jpg",7.97758864,87.2227863219813,"Little_Crooked",NA,NA,9.23043885929287
"LC Electro1 008.jpg",9.553203568,113.963478147738,"Little_Crooked",NA,NA,9.34810735839146
"LC Electro1 009.jpg",7.767661305,93.4974646101701,"Little_Crooked",NA,NA,8.60468832797293
"LC Electro1 010.jpg",8.397936012,93.5291689810724,"Little_Crooked",NA,NA,9.30090388670507
"LC Electro1 011.jpg",6.682056744,73.5847623859723,"Little_Crooked",NA,NA,8.60069883598398
"LC Electro1 012.jpg",6.245477,60.0097598752903,"Little_Crooked",NA,NA,9.13458388901011
"LC Electro1 013.jpg",8.832750129,91.4421043310466,"Little_Crooked",NA,NA,9.92179425314752
"LC Electro1 014.jpg",9.511159184,106.815416545787,"Little_Crooked",NA,NA,9.69252156707877
"LC Electro1 015.jpg",6.298178675,65.8160319188266,"Little_Crooked",NA,NA,8.69367625901008
"LC Electro1 016.jpg",6.508103622,69.6307537263528,"Little_Crooked",NA,NA,8.67180056593396
"LC Electro1 017.jpg",7.771915422,88.0782908547276,"Little_Crooked",NA,NA,8.93763204989987
"LC Electro1 018.jpg",8.029899,97.0572202334788,"Little_Crooked",NA,NA,8.68931853843544
"LC Electro1 019.jpg",6.668646196,64.9747298524588,"Little_Crooked",NA,NA,9.27955969904627
"LC Electro1 020.jpg",8.819642836,112.071139343767,"Little_Crooked",NA,NA,8.72132705446891
"LC Electro1 021.jpg",9.199507922,106.575418106663,"Little_Crooked",NA,NA,9.3881515185845
"LC Electro1 022.jpg",6.249004273,75.4676183244178,"Little_Crooked",NA,NA,7.91695845813798
"LC Electro1 023.jpg",6.665341,67.4854959309776,"Little_Crooked",NA,NA,9.05719524184012
"LC Electro1 024.jpg",6.194995147,61.5534342543127,"Little_Crooked",NA,NA,8.91768165247005
"LC Electro1 025.jpg",7.085399379,75.8963834349174,"Little_Crooked",NA,NA,8.94478806559265
"LC Electro1 026.jpg",7.822784372,96.7407756762887,"Little_Crooked",NA,NA,8.48253689335681
"LC Electro1 027.jpg",8.510179542,93.8534386290668,"Little_Crooked",NA,NA,9.40479637868433
"LC Electro1 028.jpg",6.668646196,59.7085996671334,"Little_Crooked",NA,NA,9.7843066693708
"LC Electro2 001.jpg",6.455622342,64.9942427192594,"Little_Crooked",NA,NA,8.98144244813214
"LC Electro3 001.jpg",8.451229789,104.64717453663,"Little_Crooked",NA,NA,8.72377427896414
"LT Electro 1.jpg",9.657442451,116.134900447023,"Lost",4.02,7,9.33899475315459
"LT Electro 10.jpg",7.663236911,79.5671925741383,"Lost",4.02,7,9.392119340794
"LT Electro 11.jpg",6.508738445,69.8557661599957,"Lost",4.02,7,8.65513024107823
"LT Electro 12.jpg",7.715715021,87.5992941280351,"Lost",4.02,7,8.90337475090536
"LT Electro 13.jpg",7.925106783,84.7610164276597,"Lost",4.02,7,9.33571169166143
"LT Electro 14.jpg",7.090062872,76.6858198940326,"Lost",4.02,7,8.89282339166877
"LT Electro 15.jpg",7.506720381,82.1623688906911,"Lost",4.02,7,9.01709853933172
"LT Electro 2.jpg",7.139424359,74.5809592250596,"Lost",4.02,7,9.11228127135284
"LT Electro 3.jpg",7.558280895,84.2548261682973,"Lost",4.02,7,8.93707649775932
"LT Electro 4.jpg",7.142510176,78.5519106294048,"Lost",4.02,7,8.82464415810146
"LT Electro 5.jpg",8.554729,95.0869940751626,"Lost",4.02,7,9.3769858980732
"LT Electro 6.jpg",7.454249008,79.2148725705596,"Lost",4.02,7,9.16142406931617
"LT Electro 7.jpg",6.665547623,71.7308427456419,"Lost",4.02,7,8.71773949502706
"LT Electro 8.jpg",7.242654,80.7285929729981,"Lost",4.02,7,8.79640838653276
"LT Electro 9.jpg",9.668417063,114.477462374958,"Lost",4.02,7,9.4342065669268
"LT FN 001 06-05.jpg",10.23431957,148.795948227934,"Lost",4.02,7,8.47328955229918
"LT FN 002 06-05.jpg",11.02155496,148.011342588195,"Lost",4.02,7,9.15534663310101
"LT FN 003 06-05.jpg",10.28880994,129.387733185376,"Lost",4.02,7,9.2981041659353
"LT FN 004 06-05.jpg",9.289639256,118.508389205153,"Lost",4.02,7,8.87014911853691
"LT FN 005 06-05.jpg",11.12837631,137.831086911843,"Lost",4.02,7,9.66622867313586
"LT FN 006 06-05.jpg",10.33968381,127.744983651062,"Lost",4.02,7,9.4191982564238
"LT FN 007 06-05.jpg",9.342563678,124.1404515691,"Lost",4.02,7,8.66487490385478
"LT FN 008 06-05.jpg",10.49673121,126.066757784636,"Lost",4.02,7,9.64183637508253
"LT FN 009 06-05.jpg",9.18467495,105.031728802015,"Lost",4.02,7,9.45910504605138
"LT FN 010 06-05.jpg",8.617446501,96.1291152765383,"Lost",4.02,7,9.38143268151386
"LT FN 011 06-05.jpg",11.02192983,136.526582771744,"Lost",4.02,7,9.63098993917696
"LT FN 012 06-05.jpg",7.514055463,88.8050991883349,"Lost",4.02,7,8.59671016744115
"LT FN 013 06-05.jpg",9.920536517,125.393174056844,"Lost",4.02,7,9.14321330360223
"LT FN 014 06-05.jpg",10.23754874,124.873975599722,"Lost",4.02,7,9.45995050403494
"LT FN 015 06-05.jpg",9.569336368,117.431224749979,"Lost",4.02,7,9.18964768692046
"MC FN7 001.jpg",10.87993723,150.017599369307,"McCullough",14.3,4,8.96177787429196
"MC FN7 002.jpg",9.974280047,137.219567910776,"McCullough",14.3,4,8.68794289429254
"MC FN7 003.jpg",10.22901809,142.443336448744,"McCullough",14.3,4,8.7036481141004
"MC FN7 004.jpg",10.85336242,145.37770597258,"McCullough",14.3,4,9.11763717828753
"MC FN7 005.jpg",10.40541989,137.126975237405,"McCullough",14.3,4,9.06731517856325
"MC FN7 006.jpg",9.612573807,122.940008549739,"McCullough",14.3,4,8.9697516218921
"MC FN7 007.jpg",9.868828968,137.721308964045,"McCullough",14.3,4,8.57645332924309
"MC FN7 008.jpg",9.072560125,121.136764808913,"McCullough",14.3,4,8.54460406507575
"MC FN7 009.jpg",10.83750895,148.384002021276,"McCullough",14.3,4,8.98828927287933
"MC FN7 010.jpg",9.268700906,130.18602753464,"McCullough",14.3,4,8.34399793492413
"MC FN7 011.jpg",9.562535738,133.803280983166,"McCullough",14.3,4,8.46193727659392
"MC FN7 012.jpg",9.957733123,138.989892549962,"McCullough",14.3,4,8.60413535740708
"MC FN7 013.jpg",9.662477186,127.921932726527,"McCullough",14.3,4,8.79464772767928
"MC FN7 014.jpg",9.864441955,132.993114414995,"McCullough",14.3,4,8.76238031604134
"MC FN7 015.jpg",10.00675633,139.815101167971,"McCullough",14.3,4,8.61447974684936
"MC FN8 001.jpg",8.679726,110.999576249146,"McCullough",14.3,4,8.6347993851492
"MC FN8 002.jpg",9.861028485,122.445561452917,"McCullough",14.3,4,9.22485811082032
"MC FN8 003.jpg",9.808703293,121.848235974839,"McCullough",14.3,4,9.20407081608499
"MC FN8 004.jpg",9.688449462,115.683012370875,"McCullough",14.3,4,9.39189644337256
"MC FN8 005.jpg",8.688587104,105.293553462546,"McCullough",14.3,4,8.93424470800509
"MC FN8 006.jpg",9.917806691,134.854549587769,"McCullough",14.3,4,8.73338284339548
"MC FN8 007.jpg",11.23013027,142.159925833548,"McCullough",14.3,4,9.56740567612832
"MC FN8 008.jpg",9.808090368,129.264742763756,"McCullough",14.3,4,8.8689567562702
"MC FN8 009.jpg",10.101828,132.096690739549,"McCullough",14.3,4,9.01135594965096
"MC FN8 010.jpg",8.182442533,65.321173608027,"McCullough",14.3,4,11.3481591931948
"MC FN8 011.jpg",11.18077154,138.93700859483,"McCullough",14.3,4,9.66322504768509
"MC FN8 012.jpg",7.557581541,82.8436348942995,"McCullough",14.3,4,9.03133896503456
"MC FN8 013.jpg",8.386071524,94.7949019960989,"McCullough",14.3,4,9.20985629933008
"MC FN8 014.jpg",7.504256156,88.0251084980303,"McCullough",14.3,4,8.63309323481107
"MC FN8 015.jpg",7.69912217,77.7304840130306,"McCullough",14.3,4,9.57521259545379
"MK Electro 001.jpg",9.61685777,114.410414922288,"Muskellunge",NA,NA,9.38734194161618
"MK Electro 002.jpg",7.971243771,88.7834897224704,"Muskellunge",NA,NA,9.12116287630872
"MK Electro 003.jpg",6.375941375,63.3438882167017,"Muskellunge",NA,NA,9.01471577181872
"MK Electro 004.jpg",8.129216629,79.5060401683419,"Muskellunge",NA,NA,9.96802896413199
"MK Electro 005.jpg",7.863567495,85.7243792707769,"Muskellunge",NA,NA,9.19784794000521
"MK Electro 006.jpg",7.279722594,75.3962525894358,"Muskellunge",NA,NA,9.22826066714545
"MK Electro 007.jpg",6.166859118,63.5442221862067,"Muskellunge",NA,NA,8.70186614280695
"MK Electro 008.jpg",6.593597772,63.8142981841844,"Muskellunge",NA,NA,9.27932922100594
"MK Electro 009.jpg",7.97248315,82.5318865312674,"Muskellunge",NA,NA,9.54968321708555
"MK Electro 010.jpg",8.129216629,89.3076208891492,"Muskellunge",NA,NA,9.2676775579182
"MK Electro 011.jpg",8.556730642,100.784322478647,"Muskellunge",NA,NA,9.04332927436473
"MK Electro 012.jpg",8.39890035,95.0432160979941,"Muskellunge",NA,NA,9.20883647629837
"MK Electro 013.jpg",6.483941454,63.7074443073963,"Muskellunge",NA,NA,9.13459506252702
"MK Electro 014.jpg",7.983982482,84.7977650406542,"Muskellunge",NA,NA,9.40251246377032
"MK Electro 015.jpg",9.737478846,113.587547234237,"Muskellunge",NA,NA,9.5481758236889
"MK Electro2 001.jpg",10.52007217,115.633591188806,"Muskellunge",NA,NA,10.2007951570983
"MK Electro2 002.jpg",6.535328976,62.573331537405,"Muskellunge",NA,NA,9.31120907874472
"MK Electro2 003.jpg",7.65104848,86.8805541005581,"Muskellunge",NA,NA,8.87445282853715
"MK Electro2 004.jpg",6.088254216,62.0474594330823,"Muskellunge",NA,NA,8.72023591136922
"MK Electro2 005.jpg",8.187348,96.1184849425437,"Muskellunge",NA,NA,8.91382118945192
"MK Electro2 006.jpg",9.459705609,120.094455109052,"Muskellunge",NA,NA,8.95759706867839
"MK Electro2 007.jpg",8.143156474,92.2310196284309,"Muskellunge",NA,NA,9.09806762644389
"MK Electro2 008.jpg",7.758763426,93.1264145194585,"Muskellunge",NA,NA,8.61627520168416
"MK Electro2 009.jpg",8.980553619,94.1025651359728,"Muskellunge",NA,NA,9.90814477145469
"MK Electro2 010.jpg",7.974076354,95.6984707203307,"Muskellunge",NA,NA,8.70548333088082
"MK Electro2 011.jpg",7.461635671,76.3345043322481,"Muskellunge",NA,NA,9.38584253856003
"MK Electro2 012.jpg",10.16192012,117.409686803815,"Muskellunge",NA,NA,9.75984087676348
"MK Electro2 013.jpg",10.31412166,118.90480804547,"Muskellunge",NA,NA,9.82778128515536
"MK Electro2 014.jpg",8.184933587,85.386956378126,"Muskellunge",NA,NA,9.59743316592967
"MK Electro2 015.jpg",7.917232136,83.0501801628991,"Muskellunge",NA,NA,9.44637111758519
"OB Electro 001.jpg",9.252272065,116.667576216359,"Oxbow",11.12,NA,8.92156379769296
"OB Electro 002.jpg",8.397444008,103.723500285808,"Oxbow",11.12,NA,8.71654607532074
"OB Electro 003.jpg",8.766776002,111.697127502994,"Oxbow",11.12,NA,8.68722839195455
"OB Electro 004.jpg",8.971590596,130.126724352878,"Oxbow",11.12,NA,8.07883552096354
"OB Electro 005.jpg",9.84573484,128.043783999224,"Oxbow",11.12,NA,8.95610118647026
"OB Electro 006.jpg",9.270560217,111.670584818205,"Oxbow",11.12,NA,9.18780961297464
"OB Electro 007.jpg",7.175832813,89.9214773242188,"Oxbow",11.12,NA,8.14573563650968
"OB Electro 008.jpg",7.665792529,100.855119471249,"Oxbow",11.12,NA,8.0981615706924
"OB Electro 009.jpg",8.296776096,102.387683809773,"Oxbow",11.12,NA,8.6822913576699
"OB Electro 010.jpg",8.721417641,126.749798916764,"Oxbow",11.12,NA,7.98403103317222
"OB Electro 011.jpg",8.827584141,123.829421661292,"Oxbow",11.12,NA,8.20013142035553
"OB Electro 012.jpg",8.456011889,116.041656570259,"Oxbow",11.12,NA,8.18129743239973
"OB Electro 013.jpg",8.506935138,126.997915214896,"Oxbow",11.12,NA,7.7781450014432
"OB Electro 014.jpg",8.766615,131.022846269267,"Oxbow",11.12,NA,7.86037948663603
"OB Electro 015.jpg",7.067221917,81.1309254442472,"Oxbow",11.12,NA,8.55664305055986
"OB FN 001.jpg",8.50096,128.267198647706,"Oxbow",11.12,NA,7.72439348201225
"OB FN 002.jpg",9.290084009,121.448688610293,"Oxbow",11.12,NA,8.73538104450609
"OB FN 003.jpg",8.820386109,114.037232227812,"Oxbow",11.12,NA,8.62752418278703
"OB FN 004.jpg",11.10450611,154.634203554873,"Oxbow",11.12,NA,8.97466539767181
"OB FN 005.jpg",7.544789079,97.8715720998698,"Oxbow",11.12,NA,8.12173503180828
"OB FN 006.jpg",9.138686449,116.72459489949,"Oxbow",11.12,NA,8.80934042686554
"OB FN 007.jpg",9.405537691,128.854715456828,"Oxbow",11.12,NA,8.52189806150387
"OB FN 008.jpg",8.129737493,124.471379106564,"Oxbow",11.12,NA,7.52745618922184
