imageID,parameter,parameterValue,parameterUnit,processedBy,replicate,imageFile,comments,metadataID,updateID
SQ FN 008.jpg,Y10,44.9235,,CB,,,,,
SQ FN 009.jpg,Y10,46.9431,,CB,,,,,
SQ FN 010.jpg,Y10,40.9933,,CB,,,,,
SQ FN 011.jpg,Y10,35.2073,,CB,,,,,
SQ FN 012.jpg,Y10,41.6484,,CB,,,,,
SQ FN 013.jpg,Y10,39.9562,,CB,,,,,
SQ FN 014.jpg,Y10,43.9955,,CB,,,,,
SQ FN 015.jpg,Y10,51.8012,,CB,,,,,
SQ FN 016.jpg,Y10,48.7444,,CB,,,,,
SQ FN 017.jpg,Y10,45.7422,,CB,,,,,
SQ FN 018.jpg,Y10,52.2378,,CB,,,,,
SQ FN 019.jpg,Y10,52.5654,,CB,,,,,
SQ FN 020.jpg,Y10,47.9256,,CB,,,,,
SQ FN 021.jpg,Y10,54.2029,,CB,,,,,
SQ FN 022.jpg,Y10,48.1986,,CB,,,,,
SQ FN 023.jpg,Y10,44.1047,,CB,,,,,
SQ FN 024.jpg,Y10,45.3056,,CB,,,,,
SQ FN1 001.jpg,Y10,25.5302,,CB,,,,,
SQ FN1 002.jpg,Y10,33.4105,,CB,,,,,
SQ FN9 025.jpg,Y10,50.8079,,CB,,,,,
SQ FN9 026.jpg,Y10,50.594,,CB,,,,,
SQ FN9 027.jpg,Y10,52.9472,,CB,,,,,
SQ FN9 028.jpg,Y10,53.2146,,CB,,,,,
TW Electro 001.jpg,Y10,43.4274,,CB,,,,,
TW Electro 002.jpg,Y10,41.4486,,CB,,,,,
TW Electro 003.jpg,Y10,54.1238,,CB,,,,,
TW Electro 004.jpg,Y10,49.7383,,CB,,,,,
TW Electro 005.jpg,Y10,56.5305,,CB,,,,,
TW Electro 006.jpg,Y10,55.3539,,CB,,,,,
TW Electro 007.jpg,Y10,48.1873,,CB,,,,,
TW Electro 008.jpg,Y10,48.6686,,CB,,,,,
TW Electro 009.jpg,Y10,45.1923,,CB,,,,,
TW Electro 010.jpg,Y10,49.7383,,CB,,,,,
TW Electro 011.jpg,Y10,49.0965,,CB,,,,,
TW Electro 012.jpg,Y10,57.814,,CB,,,,,
TW Electro 013.jpg,Y10,53.589,,CB,,,,,
TW Electro 014.jpg,Y10,53.4285,,CB,,,,,
TW Electro 015.jpg,Y10,52.3054,,CB,,,,,
TW FN 001.jpg,Y10,30.6987,,CB,,,,,
TW FN 002.jpg,Y10,42.3043,,CB,,,,,
TW FN 003.jpg,Y10,31.7148,,CB,,,,,
TW FN 004.jpg,Y10,51.931,,CB,,,,,
TW FN 005.jpg,Y10,37.1165,,CB,,,,,
TW FN 006.jpg,Y10,32.6775,,CB,,,,,
TW FN 007.jpg,Y10,35.4051,,CB,,,,,
TW FN 008.jpg,Y10,41.6625,,CB,,,,,
TW FN 009.jpg,Y10,46.5293,,CB,,,,,
TW FN 010.jpg,Y10,42.3043,,CB,,,,,
TW FN 011.jpg,Y10,40.2719,,CB,,,,,
TW FN 012.jpg,Y10,59.6859,,CB,,,,,
TW FN 013.jpg,Y10,27.4363,,CB,,,,,
TW FN 014.jpg,Y10,40.9672,,CB,,,,,
TW FN 015.jpg,Y10,66.906,,CB,,,,,
BA AN 001 07-13.jpg,X11,81.0862,,CB,,,,,
BA AN 002 07-13.jpg,X11,84.9175,,CB,,,,,
BA AN 003 07-13.jpg,X11,83.8154,,CB,,,,,
BA AN 004 07-13.jpg,X11,94.9942,,CB,,,,,
BA AN 005 07-13.jpg,X11,86.8069,,CB,,,,,
BA AN 006 07-13.jpg,X11,91.6878,,CB,,,,,
BA AN 007 07-13.jpg,X11,89.7984,,CB,,,,,
BA AN 008 07-13.jpg,X11,94.9417,,CB,,,,,
BA AN 009 07-13.jpg,X11,90.5332,,CB,,,,,
BA AN 010 07-13.jpg,X11,87.1218,,CB,,,,,
BA AN 011 07-13.jpg,X11,86.387,,CB,,,,,
BA AN 012 07-13.jpg,X11,83.448,,CB,,,,,
BA AN 013 07-13.jpg,X11,94.1545,,CB,,,,,
BA AN 014 07-13.jpg,X11,94.0495,,CB,,,,,
BA AN 015 07-13.jpg,X11,91.7928,,CB,,,,,
BA FN4 001.jpg,X11,91.6878,,CB,,,,,
BA FN4 002.jpg,X11,99.5078,,CB,,,,,
BA FN4 003.jpg,X11,87.3842,,CB,,,,,
BA FN5 001 07-26.jpg,X11,83.7104,,CB,,,,,
BA FN5 002 07-26.jpg,X11,89.7984,,CB,,,,,
BA FN5 003 07-26.jpg,X11,87.2267,,CB,,,,,
BA FN5 004 07-26.jpg,X11,92.8949,,CB,,,,,
BA FN5 005 07-26.jpg,X11,89.8509,,CB,,,,,
BA FN5 006 07-26.jpg,X11,90.7956,,CB,,,,,
BA FN5 007 07-26.jpg,X11,84.2877,,CB,,,,,
BA FN5 008 07-26.jpg,X11,89.1686,,CB,,,,,
BA FN8 001 07-16.jpg,X11,92.4226,,CB,,,,,
BA FN8 002 07-16.jpg,X11,83.7104,,CB,,,,,
BA FN8 003 07-16.jpg,X11,88.119,,CB,,,,,
BA FN8 004 07-16.jpg,X11,89.9034,,CB,,,,,
BH Electro 003 06-06.jpg,X11,95.5715,,CB,,,,,
BH Electro 004 06-06.jpg,X11,91.8453,,CB,,,,,
BH Electro 005 06-06.jpg,X11,101.135,,CB,,,,,
BH Electro 006 06-06.jpg,X11,83.238,,CB,,,,,
BH Electro 007 06-06.jpg,X11,87.6466,,CB,,,,,
BH Electro 008 06-06.jpg,X11,88.3814,,CB,,,,,
BH FN 001 06-06.jpg,X11,92.1601,,CB,,,,,
BH FN 002 06-06.jpg,X11,103.864,,CB,,,,,
BH FN1 001 06-28.jpg,X11,94.5744,,CB,,,,,
BH FN1 002 06-28.jpg,X11,95.0467,,CB,,,,,
BH FN1 003 06-28.jpg,X11,99.2978,,CB,,,,,
BH FN1 004 06-28.jpg,X11,95.2042,,CB,,,,,
BH FN3 001 06-28.jpg,X11,108.377,,CB,,,,,
BH FN3 002 06-28.jpg,X11,98.6156,,CB,,,,,
BH FN3 003 06-28.jpg,X11,100.138,,CB,,,,,
BH FN3 004 06-28.jpg,X11,102.079,,CB,,,,,
BH FN3 005 06-28.jpg,X11,98.7205,,CB,,,,,
BH FN3 006 06-28.jpg,X11,93.9971,,CB,,,,,
BH FN3 007 06-28.jpg,X11,87.0168,,CB,,,,,
BH FN3 008 06-28.jpg,X11,95.1517,,CB,,,,,
BH FN3 009 06-28.jpg,X11,98.5106,,CB,,,,,
BH FN3 010 06-28.jpg,X11,100.033,,CB,,,,,
BH FN3 011 06-28.jpg,X11,94.5744,,CB,,,,,
BH FN3 012 06-28.jpg,X11,96.9886,,CB,,,,,
BH FN3 013 06-28.jpg,X11,96.7787,,CB,,,,,
BH FN4 001 06-28.jpg,X11,100.872,,CB,,,,,
BH FN4 002 06-28.jpg,X11,98.0382,,CB,,,,,
BH FN4 003 06-28.jpg,X11,104.704,,CB,,,,,
BH FN4 004 06-28.jpg,X11,100.715,,CB,,,,,
CR FN1 001.jpg,X11,95.9914,,CB,,,,,
CR FN1 002.jpg,X11,93.5247,,CB,,,,,
CR FN1 003.jpg,X11,96.0439,,CB,,,,,
CR FN1 004.jpg,X11,94.5219,,CB,,,,,
CR FN1 005.jpg,X11,99.4553,,CB,,,,,
CR FN1 006.jpg,X11,106.698,,CB,,,,,
CR FN1 007.jpg,X11,94.6268,,CB,,,,,
CR FN1 008.jpg,X11,94.7843,,CB,,,,,
CR FN1 009.jpg,X11,101.45,,CB,,,,,
CR FN1 010.jpg,X11,101.974,,CB,,,,,
CR FN1 011.jpg,X11,96.4113,,CB,,,,,
CR FN1 012.jpg,X11,90.1133,,CB,,,,,
CR FN1 013.jpg,X11,101.03,,CB,,,,,
CR FN1 014.jpg,X11,104.651,,CB,,,,,
CR FN1 015.jpg,X11,96.1489,,CB,,,,,
CR FN7 001.jpg,X11,99.6652,,CB,,,,,
CR FN7 002.jpg,X11,92.9474,,CB,,,,,
CR FN7 003.jpg,X11,97.1985,,CB,,,,,
CR FN7 004.jpg,X11,93.3148,,CB,,,,,
CR FN9 001.jpg,X11,89.9559,,CB,,,,,
CR FN9 002.jpg,X11,93.4197,,CB,,,,,
CR FN9 003.jpg,X11,87.6991,,CB,,,,,
CR FN9 004.jpg,X11,94.5744,,CB,,,,,
CR FN9 005.jpg,X11,104.126,,CB,,,,,
CR FN9 006.jpg,X11,100.452,,CB,,,,,
CR FN9 007.jpg,X11,98.0907,,CB,,,,,
CR FN9 008.jpg,X11,96.5162,,CB,,,,,
CR FN9 009.jpg,X11,98.1957,,CB,,,,,
CR FN9 010.jpg,X11,94.5219,,CB,,,,,
CR FN9 011.jpg,X11,89.0112,,CB,,,,,
FD Electro 001.jpg,X11,94.8893,,CB,,,,,
FD Electro 002.jpg,X11,100.295,,CB,,,,,
FD Electro 003.jpg,X11,98.3007,,CB,,,,,
FD Electro 004.jpg,X11,93.9446,,CB,,,,,
FD Electro 005.jpg,X11,97.1985,,CB,,,,,
FD Electro 006.jpg,X11,88.7488,,CB,,,,,
FD Electro 007.jpg,X11,97.9333,,CB,,,,,
FD Electro 008.jpg,X11,101.45,,CB,,,,,
FD Electro 009.jpg,X11,89.536,,CB,,,,,
FD Electro 010.jpg,X11,91.1105,,CB,,,,,
FD Electro 011.jpg,X11,88.9062,,CB,,,,,
FD Electro 012.jpg,X11,94.207,,CB,,,,,
FD Electro 013.jpg,X11,100.085,,CB,,,,,
FD Electro 014.jpg,X11,90.3232,,CB,,,,,
FD Electro 015.jpg,X11,95.2042,,CB,,,,,
FD Electro 016.jpg,X11,92.4226,,CB,,,,,
FD Electro 017.jpg,X11,96.6737,,CB,,,,,
FD Electro 018.jpg,X11,97.6709,,CB,,,,,
FD Electro 019.jpg,X11,97.356,,CB,,,,,
FD Electro 020.jpg,X11,95.7815,,CB,,,,,
FD Electro 021.jpg,X11,104.284,,CB,,,,,
FD Electro 022.jpg,X11,102.499,,CB,,,,,
FD Electro 023.jpg,X11,95.5191,,CB,,,,,
FD Electro 024.jpg,X11,91.3729,,CB,,,,,
FD Electro 025.jpg,X11,96.3063,,CB,,,,,
FD Electro 026.jpg,X11,99.3503,,CB,,,,,
FD Electro 027.jpg,X11,95.2566,,CB,,,,,
FD Electro 028.jpg,X11,95.5191,,CB,,,,,
FD Electro 029.jpg,X11,100.347,,CB,,,,,
FD Electro 030.jpg,X11,96.5162,,CB,,,,,
HB AN 001 07-24.jpg,X11,81.8735,,CB,,,,,
HB AN 001.jpg,X11,86.1771,,CB,,,,,
HB AN 002 07-24.jpg,X11,78.3571,,CB,,,,,
HB AN 002.jpg,X11,87.3317,,CB,,,,,
HB AN 003 07-24.jpg,X11,86.2821,,CB,,,,,
HB AN 003.jpg,X11,88.7488,,CB,,,,,
HB AN 004 07-24.jpg,X11,90.3757,,CB,,,,,
HB AN 004.jpg,X11,86.9118,,CB,,,,,
HB AN 005 07-24.jpg,X11,95.2566,,CB,,,,,
HB AN 005.jpg,X11,88.1714,,CB,,,,,
HB AN 006 07-24.jpg,X11,101.817,,CB,,,,,
HB AN 006.jpg,X11,93.8921,,CB,,,,,
HB AN 007 07-24.jpg,X11,93.3148,,CB,,,,,
HB AN 007.jpg,X11,82.9231,,CB,,,,,
HB AN 008 07-24.jpg,X11,80.404,,CB,,,,,
HB AN 008.jpg,X11,86.3345,,CB,,,,,
HB AN 009 07-24.jpg,X11,84.9175,,CB,,,,,
HB AN 009.jpg,X11,89.0112,,CB,,,,,
HB AN 010 07-24.jpg,X11,88.8537,,CB,,,,,
HB AN 010.jpg,X11,83.9728,,CB,,,,,
HB AN 011 07-24.jpg,X11,80.5614,,CB,,,,,
HB AN 011.jpg,X11,85.8097,,CB,,,,,
HB AN 012 07-24.jpg,X11,88.3289,,CB,,,,,
HB AN 012.jpg,X11,86.5445,,CB,,,,,
HB AN 013 07-24.jpg,X11,87.5941,,CB,,,,,
HB AN 014 07-24.jpg,X11,92.4226,,CB,,,,,
HB AN 015 07-24.jpg,X11,88.0665,,CB,,,,,
HB FN3 001.jpg,X11,80.0019,,CB,,,,,
HB FN9 001.jpg,X11,84.1566,,CB,,,,,
HB FN9 002.jpg,X11,87.5867,,CB,,,,,
LC Electro1 001.jpg,X11,91.9502,,CB,,,,,
LC Electro1 002.jpg,X11,93.3148,,CB,,,,,
LC Electro1 003.jpg,X11,91.2679,,CB,,,,,
LC Electro1 004.jpg,X11,90.3232,,CB,,,,,
LC Electro1 005.jpg,X11,92.9999,,CB,,,,,
LC Electro1 006.jpg,X11,90.3232,,CB,,,,,
LC Electro1 007.jpg,X11,89.641,,CB,,,,,
LC Electro1 008.jpg,X11,99.3503,,CB,,,,,
LC Electro1 009.jpg,X11,91.4779,,CB,,,,,
LC Electro1 010.jpg,X11,95.9914,,CB,,,,,
LC Electro1 011.jpg,X11,91.7403,,CB,,,,,
LC Electro1 012.jpg,X11,92.4226,,CB,,,,,
LC Electro1 013.jpg,X11,102.552,,CB,,,,,
LC Electro1 014.jpg,X11,99.8751,,CB,,,,,
LC Electro1 015.jpg,X11,104.546,,CB,,,,,
LC Electro1 016.jpg,X11,96.6212,,CB,,,,,
LC Electro1 017.jpg,X11,96.0964,,CB,,,,,
LC Electro1 018.jpg,X11,100.977,,CB,,,,,
LC Electro1 019.jpg,X11,97.6709,,CB,,,,,
LC Electro1 020.jpg,X11,95.3616,,CB,,,,,
LC Electro1 021.jpg,X11,89.1161,,CB,,,,,
LC Electro1 022.jpg,X11,91.4779,,CB,,,,,
LC Electro1 023.jpg,X11,94.9942,,CB,,,,,
LC Electro1 024.jpg,X11,94.207,,CB,,,,,
LC Electro1 025.jpg,X11,93.8921,,CB,,,,,
LC Electro1 026.jpg,X11,89.641,,CB,,,,,
LC Electro1 027.jpg,X11,97.251,,CB,,,,,
LC Electro1 028.jpg,X11,101.922,,CB,,,,,
LC Electro2 001.jpg,X11,88.1714,,CB,,,,,
LC Electro3 001.jpg,X11,97.0936,,CB,,,,,
LT Electro 1.jpg,X11,97.4609,,CB,,,,,
LT Electro 10.jpg,X11,88.014,,CB,,,,,
LT Electro 11.jpg,X11,101.607,,CB,,,,,
LT Electro 12.jpg,X11,90.3232,,CB,,,,,
LT Electro 13.jpg,X11,85.7572,,CB,,,,,
LT Electro 14.jpg,X11,92.4226,,CB,,,,,
LT Electro 15.jpg,X11,86.8594,,CB,,,,,
LT Electro 2.jpg,X11,94.6268,,CB,,,,,
LT Electro 3.jpg,X11,94.7843,,CB,,,,,
LT Electro 4.jpg,X11,97.4084,,CB,,,,,
LT Electro 5.jpg,X11,99.8227,,CB,,,,,
LT Electro 6.jpg,X11,89.5885,,CB,,,,,
LT Electro 7.jpg,X11,93.2623,,CB,,,,,
LT Electro 8.jpg,X11,93.0524,,CB,,,,,
LT Electro 9.jpg,X11,92.3176,,CB,,,,,
LT FN 001 06-05.jpg,X11,93.6297,,CB,,,,,
LT FN 002 06-05.jpg,X11,90.5857,,CB,,,,,
LT FN 003 06-05.jpg,X11,92.9999,,CB,,,,,
LT FN 004 06-05.jpg,X11,86.6494,,CB,,,,,
LT FN 005 06-05.jpg,X11,95.0992,,CB,,,,,
LT FN 006 06-05.jpg,X11,89.3261,,CB,,,,,
LT FN 007 06-05.jpg,X11,89.4835,,CB,,,,,
LT FN 008 06-05.jpg,X11,89.536,,CB,,,,,
LT FN 009 06-05.jpg,X11,96.6737,,CB,,,,,
LT FN 010 06-05.jpg,X11,96.9361,,CB,,,,,
LT FN 011 06-05.jpg,X11,99.5603,,CB,,,,,
LT FN 012 06-05.jpg,X11,100.82,,CB,,,,,
LT FN 013 06-05.jpg,X11,95.9389,,CB,,,,,
LT FN 014 06-05.jpg,X11,88.7488,,CB,,,,,
LT FN 015 06-05.jpg,X11,92.58,,CB,,,,,
MC FN7 001.jpg,X11,84.8018,,CB,,,,,
MC FN7 002.jpg,X11,85.8336,,CB,,,,,
MC FN7 003.jpg,X11,85.3423,,CB,,,,,
MC FN7 004.jpg,X11,81.354,,CB,,,,,
MC FN7 005.jpg,X11,85.4732,,CB,,,,,
MC FN7 006.jpg,X11,84.1492,,CB,,,,,
MC FN7 007.jpg,X11,89.6415,,CB,,,,,
MC FN7 008.jpg,X11,84.3454,,CB,,,,,
MC FN7 009.jpg,X11,89.102,,CB,,,,,
MC FN7 010.jpg,X11,84.3944,,CB,,,,,
MC FN7 011.jpg,X11,85.179,,CB,,,,,
MC FN7 012.jpg,X11,85.4732,,CB,,,,,
MC FN7 013.jpg,X11,86.8953,,CB,,,,,
MC FN7 014.jpg,X11,85.228,,CB,,,,,
MC FN7 015.jpg,X11,85.5223,,CB,,,,,
MC FN8 001.jpg,X11,77.7252,,CB,,,,,
MC FN8 002.jpg,X11,74.1455,,CB,,,,,
MC FN8 003.jpg,X11,86.3559,,CB,,,,,
MC FN8 004.jpg,X11,90.0828,,CB,,,,,
MC FN8 005.jpg,X11,84.5415,,CB,,,,,
MC FN8 006.jpg,X11,87.6799,,CB,,,,,
MC FN8 007.jpg,X11,85.2771,,CB,,,,,
MC FN8 008.jpg,X11,88.4155,,CB,,,,,
MC FN8 009.jpg,X11,88.0232,,CB,,,,,
MC FN8 010.jpg,X11,97.3404,,CB,,,,,
MC FN8 011.jpg,X11,90.1318,,CB,,,,,
MC FN8 012.jpg,X11,93.0741,,CB,,,,,
MC FN8 013.jpg,X11,91.2107,,CB,,,,,
MC FN8 014.jpg,X11,86.6992,,CB,,,,,
MC FN8 015.jpg,X11,91.8972,,CB,,,,,
MK Electro 001.jpg,X11,93.67,,CB,,,,,
MK Electro 002.jpg,X11,98.0798,,CB,,,,,
MK Electro 003.jpg,X11,96.7516,,CB,,,,,
MK Electro 004.jpg,X11,96.5922,,CB,,,,,
MK Electro 005.jpg,X11,95.2639,,CB,,,,,
MK Electro 006.jpg,X11,92.5011,,CB,,,,,
MK Electro 007.jpg,X11,95.6358,,CB,,,,,
MK Electro 008.jpg,X11,96.539,,CB,,,,,
MK Electro 009.jpg,X11,99.4612,,CB,,,,,
MK Electro 010.jpg,X11,89.2601,,CB,,,,,
MK Electro 011.jpg,X11,95.6889,,CB,,,,,
MK Electro 012.jpg,X11,94.892,,CB,,,,,
MK Electro 013.jpg,X11,101.852,,CB,,,,,
MK Electro 014.jpg,X11,101.108,,CB,,,,,
MK Electro 015.jpg,X11,101.374,,CB,,,,,
MK Electro2 001.jpg,X11,97.3891,,CB,,,,,
MK Electro2 002.jpg,X11,102.118,,CB,,,,,
MK Electro2 003.jpg,X11,96.6453,,CB,,,,,
MK Electro2 004.jpg,X11,106.278,,CB,,,,,
MK Electro2 005.jpg,X11,86.7019,,CB,,,,,
MK Electro2 006.jpg,X11,93.9887,,CB,,,,,
MK Electro2 007.jpg,X11,92.7899,,CB,,,,,
MK Electro2 008.jpg,X11,93.4574,,CB,,,,,
MK Electro2 009.jpg,X11,93.9356,,CB,,,,,
MK Electro2 010.jpg,X11,100.577,,CB,,,,,
MK Electro2 011.jpg,X11,94.9417,,CB,,,,,
MK Electro2 012.jpg,X11,97.8142,,CB,,,,,
MK Electro2 013.jpg,X11,90.429,,CB,,,,,
MK Electro2 014.jpg,X11,101.268,,CB,,,,,
MK Electro2 015.jpg,X11,89.7383,,CB,,,,,
OB Electro 001.jpg,X11,93.5637,,CB,,,,,
OB Electro 002.jpg,X11,87.6466,,CB,,,,,
OB Electro 003.jpg,X11,92.3948,,CB,,,,,
OB Electro 004.jpg,X11,94.7326,,CB,,,,,
OB Electro 005.jpg,X11,92.7667,,CB,,,,,
OB Electro 006.jpg,X11,94.6263,,CB,,,,,
OB Electro 007.jpg,X11,90.9603,,CB,,,,,
OB Electro 008.jpg,X11,91.0134,,CB,,,,,
OB Electro 009.jpg,X11,90.5352,,CB,,,,,
OB Electro 010.jpg,X11,96.6453,,CB,,,,,
OB Electro 011.jpg,X11,90.854,,CB,,,,,
OB Electro 012.jpg,X11,88.0381,,CB,,,,,
OB Electro 013.jpg,X11,97.336,,CB,,,,,
OB Electro 014.jpg,X11,98.1861,,CB,,,,,
OB Electro 015.jpg,X11,84.2658,,CB,,,,,
OB FN 001.jpg,X11,74.9147,,CB,,,,,
OB FN 002.jpg,X11,92.6325,,CB,,,,,
OB FN 003.jpg,X11,94.1481,,CB,,,,,
OB FN 004.jpg,X11,84.3189,,CB,,,,,
OB FN 005.jpg,X11,99.6738,,CB,,,,,
OB FN 006.jpg,X11,97.7079,,CB,,,,,
OB FN 007.jpg,X11,95.6889,,CB,,,,,
OB FN 008.jpg,X11,79.6965,,CB,,,,,
OB FN 009.jpg,X11,84.372,,CB,,,,,
OB FN 010.jpg,X11,79.5642,,CB,,,,,
OB FN 011.jpg,X11,103.659,,CB,,,,,
OB FN 012.jpg,X11,95.1045,,CB,,,,,
OB FN 013.jpg,X11,92.6605,,CB,,,,,
OB FN 014.jpg,X11,74.7022,,CB,,,,,
OB FN 015.jpg,X11,88.1443,,CB,,,,,
PP FN 001.jpg,X11,93.1476,,CB,,,,,
PP FN 002.jpg,X11,94.1543,,CB,,,,,
PP FN 003.jpg,X11,94.2603,,CB,,,,,
PP FN 004.jpg,X11,91.2402,,CB,,,,,
PP FN 005.jpg,X11,88.6969,,CB,,,,,
PP FN 006.jpg,X11,91.1872,,CB,,,,,
PP FN 007.jpg,X11,96.4857,,CB,,,,,
PP FN 008.jpg,X11,94.7372,,CB,,,,,
PP FN 009.jpg,X11,88.8029,,CB,,,,,
PP FN 010.jpg,X11,101.466,,CB,,,,,
PP FN 011.jpg,X11,94.7902,,CB,,,,,
PP FN 012.jpg,X11,92.6708,,CB,,,,,
PP FN 013.jpg,X11,94.3663,,CB,,,,,
PP FN 014.jpg,X11,86.2066,,CB,,,,,
PP FN 015.jpg,X11,89.3857,,CB,,,,,
PP FN 016.jpg,X11,85.8887,,CB,,,,,
PP FN 017.jpg,X11,88.6969,,CB,,,,,
PP FN 018.jpg,X11,92.8297,,CB,,,,,
PP FN 019.jpg,X11,95.9558,,CB,,,,,
PP FN 020.jpg,X11,93.4126,,CB,,,,,
PP FN 021.jpg,X11,86.7364,,CB,,,,,
PP FN 022.jpg,X11,93.3596,,CB,,,,,
PP FN 023.jpg,X11,91.0282,,CB,,,,,
PP FN 024.jpg,X11,89.0148,,CB,,,,,
PP FN 025.jpg,X11,95.267,,CB,,,,,
PP FN 026.jpg,X11,90.2864,,CB,,,,,
PP FN 027.jpg,X11,87.9551,,CB,,,,,
PP FN 028.jpg,X11,93.8894,,CB,,,,,
PP FN 029.jpg,X11,91.4521,,CB,,,,,
PP FN 030.jpg,X11,88.9618,,CB,,,,,
RB FN4 001.jpg,X11,94.7183,,CB,,,,,
RB FN4 002.jpg,X11,83.7831,,CB,,,,,
RB FN4(2) 001.jpg,X11,92.0381,,CB,,,,,
RB FN4(2) 002.jpg,X11,90.0011,,CB,,,,,
RB FN4(2) 003.jpg,X11,102.973,,CB,,,,,
RB FN4(2) 004.jpg,X11,89.8939,,CB,,,,,
RB FN4(2) 005.jpg,X11,97.8273,,CB,,,,,
RB FN4(2) 006.jpg,X11,91.3412,,CB,,,,,
RB FN4(2) 007.jpg,X11,97.1841,,CB,,,,,
RB FN4(2) 008.jpg,X11,97.1304,,CB,,,,,
RB FN4(2) 009.jpg,X11,96.3264,,CB,,,,,
RB FN4(2) 010.jpg,X11,94.2894,,CB,,,,,
RB FN4(2) 011.jpg,X11,91.8773,,CB,,,,,
RB FN4(2) 012.jpg,X11,86.5169,,CB,,,,,
RB FN4(2) 013.jpg,X11,95.3615,,CB,,,,,
RB FN5 001.jpg,X11,94.7183,,CB,,,,,
RB FN5 002.jpg,X11,98.7922,,CB,,,,,
RB FN5 003.jpg,X11,98.3097,,CB,,,,,
RB FN5 004.jpg,X11,100.561,,CB,,,,,
RB FN5 005.jpg,X11,88.4466,,CB,,,,,
RB FN5 006.jpg,X11,96.5408,,CB,,,,,
RB FN5 007.jpg,X11,90.0547,,CB,,,,,
RB FN5 008.jpg,X11,84.8015,,CB,,,,,
RB FN5 009.jpg,X11,94.3966,,CB,,,,,
RB FN5 010.jpg,X11,98.5242,,CB,,,,,
RB FN5 011.jpg,X11,92.6277,,CB,,,,,
RB FN5 012.jpg,X11,94.2894,,CB,,,,,
RB FN5 013.jpg,X11,88.8218,,CB,,,,,
RB FN8 001.jpg,X11,100.454,,CB,,,,,
RB FN8 002.jpg,X11,93.8606,,CB,,,,,
SQ FN 003.jpg,X11,105.349,,CB,,,,,
SQ FN 004.jpg,X11,102.511,,CB,,,,,
SQ FN 005.jpg,X11,90.2836,,CB,,,,,
SQ FN 006.jpg,X11,102.838,,CB,,,,,
SQ FN 007.jpg,X11,98.3076,,CB,,,,,
SQ FN 008.jpg,X11,105.458,,CB,,,,,
SQ FN 009.jpg,X11,94.3229,,CB,,,,,
SQ FN 010.jpg,X11,99.6176,,CB,,,,,
SQ FN 011.jpg,X11,96.67,,CB,,,,,
SQ FN 012.jpg,X11,102.074,,CB,,,,,
SQ FN 013.jpg,X11,97.4342,,CB,,,,,
SQ FN 014.jpg,X11,105.131,,CB,,,,,
SQ FN 015.jpg,X11,98.4168,,CB,,,,,
SQ FN 016.jpg,X11,93.4495,,CB,,,,,
SQ FN 017.jpg,X11,94.4321,,CB,,,,,
SQ FN 018.jpg,X11,100.163,,CB,,,,,
SQ FN 019.jpg,X11,99.7814,,CB,,,,,
SQ FN 020.jpg,X11,105.84,,CB,,,,,
SQ FN 021.jpg,X11,95.9058,,CB,,,,,
SQ FN 022.jpg,X11,98.5805,,CB,,,,,
SQ FN 023.jpg,X11,100.382,,CB,,,,,
SQ FN 024.jpg,X11,95.0871,,CB,,,,,
SQ FN1 001.jpg,X11,97.4249,,CB,,,,,
SQ FN1 002.jpg,X11,102.067,,CB,,,,,
SQ FN9 025.jpg,X11,106.429,,CB,,,,,
SQ FN9 026.jpg,X11,91.1333,,CB,,,,,
SQ FN9 027.jpg,X11,99.6904,,CB,,,,,
SQ FN9 028.jpg,X11,92.5773,,CB,,,,,
TW Electro 001.jpg,X11,94.8771,,CB,,,,,
TW Electro 002.jpg,X11,99.5835,,CB,,,,,
TW Electro 003.jpg,X11,93.54,,CB,,,,,
TW Electro 004.jpg,X11,96.0002,,CB,,,,,
TW Electro 005.jpg,X11,90.0102,,CB,,,,,
TW Electro 006.jpg,X11,94.5562,,CB,,,,,
TW Electro 007.jpg,X11,97.5512,,CB,,,,,
TW Electro 008.jpg,X11,93.2726,,CB,,,,,
TW Electro 009.jpg,X11,100.493,,CB,,,,,
TW Electro 010.jpg,X11,104.397,,CB,,,,,
TW Electro 011.jpg,X11,95.9467,,CB,,,,,
TW Electro 012.jpg,X11,104.397,,CB,,,,,
TW Electro 013.jpg,X11,94.7166,,CB,,,,,
TW Electro 014.jpg,X11,90.652,,CB,,,,,
TW Electro 015.jpg,X11,106.643,,CB,,,,,
TW FN 001.jpg,X11,92.096,,CB,,,,,
TW FN 002.jpg,X11,88.3523,,CB,,,,,
TW FN 003.jpg,X11,93.0052,,CB,,,,,
TW FN 004.jpg,X11,92.6843,,CB,,,,,
TW FN 005.jpg,X11,92.5239,,CB,,,,,
TW FN 006.jpg,X11,93.54,,CB,,,,,
TW FN 007.jpg,X11,88.2453,,CB,,,,,
TW FN 008.jpg,X11,86.0525,,CB,,,,,
TW FN 009.jpg,X11,92.3634,,CB,,,,,
TW FN 010.jpg,X11,100.493,,CB,,,,,
TW FN 011.jpg,X11,96.428,,CB,,,,,
TW FN 012.jpg,X11,105.734,,CB,,,,,
TW FN 013.jpg,X11,89.6358,,CB,,,,,
TW FN 014.jpg,X11,92.4169,,CB,,,,,
TW FN 015.jpg,X11,105.092,,CB,,,,,
BA AN 001 07-13.jpg,Y11,29.9678,,CB,,,,,
