imageID,parameter,parameterValue,parameterUnit,processedBy,replicate,imageFile,comments,metadataID,updateID
LT FN 005 06-05.jpg,Y5,86.8069,,CB,,,,,
LT FN 006 06-05.jpg,Y5,84.4976,,CB,,,,,
LT FN 007 06-05.jpg,Y5,83.0281,,CB,,,,,
LT FN 008 06-05.jpg,Y5,83.0806,,CB,,,,,
LT FN 009 06-05.jpg,Y5,80.9813,,CB,,,,,
LT FN 010 06-05.jpg,Y5,84.6026,,CB,,,,,
LT FN 011 06-05.jpg,Y5,84.4976,,CB,,,,,
LT FN 012 06-05.jpg,Y5,75.4706,,CB,,,,,
LT FN 013 06-05.jpg,Y5,86.1771,,CB,,,,,
LT FN 014 06-05.jpg,Y5,83.7629,,CB,,,,,
LT FN 015 06-05.jpg,Y5,79.6167,,CB,,,,,
MC FN7 001.jpg,Y5,81.0678,,CB,,,,,
MC FN7 002.jpg,Y5,83.9666,,CB,,,,,
MC FN7 003.jpg,Y5,71.6345,,CB,,,,,
MC FN7 004.jpg,Y5,77.382,,CB,,,,,
MC FN7 005.jpg,Y5,79.8829,,CB,,,,,
MC FN7 006.jpg,Y5,81.7954,,CB,,,,,
MC FN7 007.jpg,Y5,83.3646,,CB,,,,,
MC FN7 008.jpg,Y5,85.4732,,CB,,,,,
MC FN7 009.jpg,Y5,77.1858,,CB,,,,,
MC FN7 010.jpg,Y5,82.9233,,CB,,,,,
MC FN7 011.jpg,Y5,86.405,,CB,,,,,
MC FN7 012.jpg,Y5,80.5204,,CB,,,,,
MC FN7 013.jpg,Y5,84.2473,,CB,,,,,
MC FN7 014.jpg,Y5,77.7252,,CB,,,,,
MC FN7 015.jpg,Y5,77.7743,,CB,,,,,
MC FN8 001.jpg,Y5,70.7128,,CB,,,,,
MC FN8 002.jpg,Y5,73.3608,,CB,,,,,
MC FN8 003.jpg,Y5,77.5291,,CB,,,,,
MC FN8 004.jpg,Y5,66.5936,,CB,,,,,
MC FN8 005.jpg,Y5,77.2349,,CB,,,,,
MC FN8 006.jpg,Y5,82.3838,,CB,,,,,
MC FN8 007.jpg,Y5,70.3695,,CB,,,,,
MC FN8 008.jpg,Y5,70.7128,,CB,,,,,
MC FN8 009.jpg,Y5,70.9089,,CB,,,,,
MC FN8 010.jpg,Y5,64.3379,,CB,,,,,
MC FN8 011.jpg,Y5,72.4782,,CB,,,,,
MC FN8 012.jpg,Y5,74.1945,,CB,,,,,
MC FN8 013.jpg,Y5,71.1051,,CB,,,,,
MC FN8 014.jpg,Y5,76.2051,,CB,,,,,
MC FN8 015.jpg,Y5,76.107,,CB,,,,,
MK Electro 001.jpg,Y5,82.9906,,CB,,,,,
MK Electro 002.jpg,Y5,78.7401,,CB,,,,,
MK Electro 003.jpg,Y5,72.2582,,CB,,,,,
MK Electro 004.jpg,Y5,78.687,,CB,,,,,
MK Electro 005.jpg,Y5,79.484,,CB,,,,,
MK Electro 006.jpg,Y5,72.5769,,CB,,,,,
MK Electro 007.jpg,Y5,76.5086,,CB,,,,,
MK Electro 008.jpg,Y5,71.0361,,CB,,,,,
MK Electro 009.jpg,Y5,71.4612,,CB,,,,,
MK Electro 010.jpg,Y5,74.0115,,CB,,,,,
MK Electro 011.jpg,Y5,74.5428,,CB,,,,,
MK Electro 012.jpg,Y5,74.9147,,CB,,,,,
MK Electro 013.jpg,Y5,72.8426,,CB,,,,,
MK Electro 014.jpg,Y5,75.4992,,CB,,,,,
MK Electro 015.jpg,Y5,83.5751,,CB,,,,,
MK Electro2 001.jpg,Y5,84.5314,,CB,,,,,
MK Electro2 002.jpg,Y5,73.6396,,CB,,,,,
MK Electro2 003.jpg,Y5,76.2961,,CB,,,,,
MK Electro2 004.jpg,Y5,71.4818,,CB,,,,,
MK Electro2 005.jpg,Y5,79.1968,,CB,,,,,
MK Electro2 006.jpg,Y5,79.2715,,CB,,,,,
MK Electro2 007.jpg,Y5,74.9457,,CB,,,,,
MK Electro2 008.jpg,Y5,70.7705,,CB,,,,,
MK Electro2 009.jpg,Y5,77.6775,,CB,,,,,
MK Electro2 010.jpg,Y5,78.5276,,CB,,,,,
MK Electro2 011.jpg,Y5,77.2025,,CB,,,,,
MK Electro2 012.jpg,Y5,80.0684,,CB,,,,,
MK Electro2 013.jpg,Y5,81.7686,,CB,,,,,
MK Electro2 014.jpg,Y5,80.0153,,CB,,,,,
MK Electro2 015.jpg,Y5,75.7117,,CB,,,,,
OB Electro 001.jpg,Y5,76.4024,,CB,,,,,
OB Electro 002.jpg,Y5,79.1968,,CB,,,,,
OB Electro 003.jpg,Y5,69.9204,,CB,,,,,
OB Electro 004.jpg,Y5,82.1937,,CB,,,,,
OB Electro 005.jpg,Y5,81.3436,,CB,,,,,
OB Electro 006.jpg,Y5,76.2961,,CB,,,,,
OB Electro 007.jpg,Y5,78.1557,,CB,,,,,
OB Electro 008.jpg,Y5,75.4992,,CB,,,,,
OB Electro 009.jpg,Y5,77.3587,,CB,,,,,
OB Electro 010.jpg,Y5,72.8426,,CB,,,,,
OB Electro 011.jpg,Y5,78.5276,,CB,,,,,
OB Electro 012.jpg,Y5,72.8426,,CB,,,,,
OB Electro 013.jpg,Y5,78.0494,,CB,,,,,
OB Electro 014.jpg,Y5,76.1367,,CB,,,,,
OB Electro 015.jpg,Y5,75.7117,,CB,,,,,
OB FN 001.jpg,Y5,89.2601,,CB,,,,,
OB FN 002.jpg,Y5,78.3046,,CB,,,,,
OB FN 003.jpg,Y5,79.2183,,CB,,,,,
OB FN 004.jpg,Y5,75.0741,,CB,,,,,
OB FN 005.jpg,Y5,84.5314,,CB,,,,,
OB FN 006.jpg,Y5,82.1937,,CB,,,,,
OB FN 007.jpg,Y5,78.0494,,CB,,,,,
OB FN 008.jpg,Y5,84.8502,,CB,,,,,
OB FN 009.jpg,Y5,95.5295,,CB,,,,,
OB FN 010.jpg,Y5,82.9756,,CB,,,,,
OB FN 011.jpg,Y5,80.9716,,CB,,,,,
OB FN 012.jpg,Y5,84.2658,,CB,,,,,
OB FN 013.jpg,Y5,87.9318,,CB,,,,,
OB FN 014.jpg,Y5,90.5352,,CB,,,,,
OB FN 015.jpg,Y5,78.5807,,CB,,,,,
PP FN 001.jpg,Y5,81.12,,CB,,,,,
PP FN 002.jpg,Y5,78.1529,,CB,,,,,
PP FN 003.jpg,Y5,77.729,,CB,,,,,
PP FN 004.jpg,Y5,80.7491,,CB,,,,,
PP FN 005.jpg,Y5,79.9544,,CB,,,,,
PP FN 006.jpg,Y5,78.0999,,CB,,,,,
PP FN 007.jpg,Y5,81.5439,,CB,,,,,
PP FN 008.jpg,Y5,85.9947,,CB,,,,,
PP FN 009.jpg,Y5,78.0999,,CB,,,,,
PP FN 010.jpg,Y5,80.0603,,CB,,,,,
PP FN 011.jpg,Y5,80.1133,,CB,,,,,
PP FN 012.jpg,Y5,80.3253,,CB,,,,,
PP FN 013.jpg,Y5,78.9477,,CB,,,,,
PP FN 014.jpg,Y5,80.8551,,CB,,,,,
PP FN 015.jpg,Y5,78.4178,,CB,,,,,
PP FN 016.jpg,Y5,78.3118,,CB,,,,,
PP FN 017.jpg,Y5,78.6297,,CB,,,,,
PP FN 018.jpg,Y5,81.9148,,CB,,,,,
PP FN 019.jpg,Y5,82.1797,,CB,,,,,
PP FN 020.jpg,Y5,82.3387,,CB,,,,,
PP FN 021.jpg,Y5,78.8417,,CB,,,,,
PP FN 022.jpg,Y5,79.6894,,CB,,,,,
PP FN 023.jpg,Y5,77.4641,,CB,,,,,
PP FN 024.jpg,Y5,74.3909,,CB,,,,,
PP FN 025.jpg,Y5,78.2059,,CB,,,,,
PP FN 026.jpg,Y5,76.8283,,CB,,,,,
PP FN 027.jpg,Y5,77.9409,,CB,,,,,
PP FN 028.jpg,Y5,77.782,,CB,,,,,
PP FN 029.jpg,Y5,77.5171,,CB,,,,,
PP FN 030.jpg,Y5,74.8678,,CB,,,,,
RB FN4 001.jpg,Y5,84.9623,,CB,,,,,
RB FN4 002.jpg,Y5,85.1768,,CB,,,,,
RB FN4(2) 001.jpg,Y5,83.8367,,CB,,,,,
RB FN4(2) 002.jpg,Y5,91.1268,,CB,,,,,
RB FN4(2) 003.jpg,Y5,89.8403,,CB,,,,,
RB FN4(2) 004.jpg,Y5,85.3912,,CB,,,,,
RB FN4(2) 005.jpg,Y5,87.2673,,CB,,,,,
RB FN4(2) 006.jpg,Y5,82.6038,,CB,,,,,
RB FN4(2) 007.jpg,Y5,86.356,,CB,,,,,
RB FN4(2) 008.jpg,Y5,91.9845,,CB,,,,,
RB FN4(2) 009.jpg,Y5,87.8034,,CB,,,,,
RB FN4(2) 010.jpg,Y5,84.4799,,CB,,,,,
RB FN4(2) 011.jpg,Y5,81.9605,,CB,,,,,
RB FN4(2) 012.jpg,Y5,83.6222,,CB,,,,,
RB FN4(2) 013.jpg,Y5,89.7867,,CB,,,,,
RB FN5 001.jpg,Y5,79.4411,,CB,,,,,
RB FN5 002.jpg,Y5,81.3709,,CB,,,,,
RB FN5 003.jpg,Y5,92.1989,,CB,,,,,
RB FN5 004.jpg,Y5,88.125,,CB,,,,,
RB FN5 005.jpg,Y5,83.0326,,CB,,,,,
RB FN5 006.jpg,Y5,88.7682,,CB,,,,,
RB FN5 007.jpg,Y5,87.2673,,CB,,,,,
RB FN5 008.jpg,Y5,81.1029,,CB,,,,,
RB FN5 009.jpg,Y5,83.5686,,CB,,,,,
RB FN5 010.jpg,Y5,85.552,,CB,,,,,
RB FN5 011.jpg,Y5,87.2673,,CB,,,,,
RB FN5 012.jpg,Y5,85.0695,,CB,,,,,
RB FN5 013.jpg,Y5,81.5317,,CB,,,,,
RB FN8 001.jpg,Y5,92.0381,,CB,,,,,
RB FN8 002.jpg,Y5,84.2119,,CB,,,,,
SQ FN 003.jpg,Y5,83.5696,,CB,,,,,
SQ FN 004.jpg,Y5,91.3753,,CB,,,,,
SQ FN 005.jpg,Y5,83.4605,,CB,,,,,
SQ FN 006.jpg,Y5,85.9168,,CB,,,,,
SQ FN 007.jpg,Y5,85.0434,,CB,,,,,
SQ FN 008.jpg,Y5,91.3753,,CB,,,,,
SQ FN 009.jpg,Y5,85.098,,CB,,,,,
SQ FN 010.jpg,Y5,78.7662,,CB,,,,,
SQ FN 011.jpg,Y5,79.6395,,CB,,,,,
SQ FN 012.jpg,Y5,82.2596,,CB,,,,,
SQ FN 013.jpg,Y5,79.4758,,CB,,,,,
SQ FN 014.jpg,Y5,86.6264,,CB,,,,,
SQ FN 015.jpg,Y5,93.4495,,CB,,,,,
SQ FN 016.jpg,Y5,86.9539,,CB,,,,,
SQ FN 017.jpg,Y5,86.026,,CB,,,,,
SQ FN 018.jpg,Y5,92.3578,,CB,,,,,
SQ FN 019.jpg,Y5,82.7509,,CB,,,,,
SQ FN 020.jpg,Y5,90.6111,,CB,,,,,
SQ FN 021.jpg,Y5,86.1351,,CB,,,,,
SQ FN 022.jpg,Y5,84.1701,,CB,,,,,
SQ FN 023.jpg,Y5,82.9146,,CB,,,,,
SQ FN 024.jpg,Y5,81.3862,,CB,,,,,
SQ FN1 001.jpg,Y5,85.1186,,CB,,,,,
SQ FN1 002.jpg,Y5,95.6437,,CB,,,,,
SQ FN9 025.jpg,Y5,77.335,,CB,,,,,
SQ FN9 026.jpg,Y5,78.2976,,CB,,,,,
SQ FN9 027.jpg,Y5,79.7951,,CB,,,,,
SQ FN9 028.jpg,Y5,78.6185,,CB,,,,,
TW Electro 001.jpg,Y5,78.2442,,CB,,,,,
TW Electro 002.jpg,Y5,75.8375,,CB,,,,,
TW Electro 003.jpg,Y5,75.9979,,CB,,,,,
TW Electro 004.jpg,Y5,79.9021,,CB,,,,,
TW Electro 005.jpg,Y5,79.4208,,CB,,,,,
TW Electro 006.jpg,Y5,84.9294,,CB,,,,,
TW Electro 007.jpg,Y5,80.5439,,CB,,,,,
TW Electro 008.jpg,Y5,84.555,,CB,,,,,
TW Electro 009.jpg,Y5,70.8637,,CB,,,,,
TW Electro 010.jpg,Y5,74.1261,,CB,,,,,
TW Electro 011.jpg,Y5,71.8263,,CB,,,,,
TW Electro 012.jpg,Y5,87.2826,,CB,,,,,
TW Electro 013.jpg,Y5,80.3834,,CB,,,,,
TW Electro 014.jpg,Y5,78.4046,,CB,,,,,
TW Electro 015.jpg,Y5,72.5216,,CB,,,,,
TW FN 001.jpg,Y5,87.9779,,CB,,,,,
TW FN 002.jpg,Y5,87.0687,,CB,,,,,
TW FN 003.jpg,Y5,86.2665,,CB,,,,,
TW FN 004.jpg,Y5,89.8498,,CB,,,,,
TW FN 005.jpg,Y5,83.5924,,CB,,,,,
TW FN 006.jpg,Y5,88.6197,,CB,,,,,
TW FN 007.jpg,Y5,88.0849,,CB,,,,,
TW FN 008.jpg,Y5,84.8759,,CB,,,,,
TW FN 009.jpg,Y5,79.3673,,CB,,,,,
TW FN 010.jpg,Y5,76.1584,,CB,,,,,
TW FN 011.jpg,Y5,85.8386,,CB,,,,,
TW FN 012.jpg,Y5,84.769,,CB,,,,,
TW FN 013.jpg,Y5,77.3885,,CB,,,,,
TW FN 014.jpg,Y5,83.218,,CB,,,,,
TW FN 015.jpg,Y5,89.9032,,CB,,,,,
BA AN 001 07-13.jpg,X6,171.987,,CB,,,,,
BA AN 002 07-13.jpg,X6,170.727,,CB,,,,,
BA AN 003 07-13.jpg,X6,149.734,,CB,,,,,
BA AN 004 07-13.jpg,X6,160.441,,CB,,,,,
BA AN 005 07-13.jpg,X6,162.33,,CB,,,,,
BA AN 006 07-13.jpg,X6,167.631,,CB,,,,,
BA AN 007 07-13.jpg,X6,178.337,,CB,,,,,
BA AN 008 07-13.jpg,X6,163.957,,CB,,,,,
BA AN 009 07-13.jpg,X6,182.168,,CB,,,,,
BA AN 010 07-13.jpg,X6,173.299,,CB,,,,,
BA AN 011 07-13.jpg,X6,183.008,,CB,,,,,
BA AN 012 07-13.jpg,X6,167.316,,CB,,,,,
BA AN 013 07-13.jpg,X6,164.902,,CB,,,,,
BA AN 014 07-13.jpg,X6,167.841,,CB,,,,,
BA AN 015 07-13.jpg,X6,171.672,,CB,,,,,
BA FN4 001.jpg,X6,146.27,,CB,,,,,
BA FN4 002.jpg,X6,160.231,,CB,,,,,
BA FN4 003.jpg,X6,157.029,,CB,,,,,
BA FN5 001 07-26.jpg,X6,131.575,,CB,,,,,
BA FN5 002 07-26.jpg,X6,145.011,,CB,,,,,
BA FN5 003 07-26.jpg,X6,148.789,,CB,,,,,
BA FN5 004 07-26.jpg,X6,124.7,,CB,,,,,
BA FN5 005 07-26.jpg,X6,139.08,,CB,,,,,
BA FN5 006 07-26.jpg,X6,136.141,,CB,,,,,
BA FN5 007 07-26.jpg,X6,128.951,,CB,,,,,
BA FN5 008 07-26.jpg,X6,136.456,,CB,,,,,
BA FN8 001 07-16.jpg,X6,166.948,,CB,,,,,
BA FN8 002 07-16.jpg,X6,148.422,,CB,,,,,
BA FN8 003 07-16.jpg,X6,167.368,,CB,,,,,
BA FN8 004 07-16.jpg,X6,155.612,,CB,,,,,
BH Electro 003 06-06.jpg,X6,168.838,,CB,,,,,
BH Electro 004 06-06.jpg,X6,156.662,,CB,,,,,
BH Electro 005 06-06.jpg,X6,172.984,,CB,,,,,
BH Electro 006 06-06.jpg,X6,168.838,,CB,,,,,
BH Electro 007 06-06.jpg,X6,165.899,,CB,,,,,
BH Electro 008 06-06.jpg,X6,153.723,,CB,,,,,
BH FN 001 06-06.jpg,X6,165.479,,CB,,,,,
BH FN 002 06-06.jpg,X6,152.673,,CB,,,,,
BH FN1 001 06-28.jpg,X6,150.784,,CB,,,,,
BH FN1 002 06-28.jpg,X6,153.565,,CB,,,,,
BH FN1 003 06-28.jpg,X6,151.466,,CB,,,,,
BH FN1 004 06-28.jpg,X6,146.69,,CB,,,,,
BH FN3 001 06-28.jpg,X6,142.281,,CB,,,,,
BH FN3 002 06-28.jpg,X6,166.896,,CB,,,,,
BH FN3 003 06-28.jpg,X6,162.172,,CB,,,,,
BH FN3 004 06-28.jpg,X6,156.609,,CB,,,,,
BH FN3 005 06-28.jpg,X6,148.527,,CB,,,,,
BH FN3 006 06-28.jpg,X6,141.022,,CB,,,,,
BH FN3 007 06-28.jpg,X6,139.762,,CB,,,,,
BH FN3 008 06-28.jpg,X6,150.521,,CB,,,,,
BH FN3 009 06-28.jpg,X6,151.991,,CB,,,,,
BH FN3 010 06-28.jpg,X6,141.127,,CB,,,,,
BH FN3 011 06-28.jpg,X6,126.904,,CB,,,,,
BH FN3 012 06-28.jpg,X6,140.287,,CB,,,,,
BH FN3 013 06-28.jpg,X6,133.097,,CB,,,,,
BH FN4 001 06-28.jpg,X6,134.776,,CB,,,,,
BH FN4 002 06-28.jpg,X6,160.598,,CB,,,,,
BH FN4 003 06-28.jpg,X6,169.73,,CB,,,,,
BH FN4 004 06-28.jpg,X6,158.026,,CB,,,,,
CR FN1 001.jpg,X6,132.992,,CB,,,,,
CR FN1 002.jpg,X6,162.802,,CB,,,,,
CR FN1 003.jpg,X6,155.507,,CB,,,,,
CR FN1 004.jpg,X6,130.315,,CB,,,,,
CR FN1 005.jpg,X6,144.958,,CB,,,,,
CR FN1 006.jpg,X6,148.527,,CB,,,,,
CR FN1 007.jpg,X6,126.746,,CB,,,,,
CR FN1 008.jpg,X6,151.571,,CB,,,,,
CR FN1 009.jpg,X6,158.394,,CB,,,,,
CR FN1 010.jpg,X6,134.252,,CB,,,,,
CR FN1 011.jpg,X6,141.967,,CB,,,,,
CR FN1 012.jpg,X6,127.114,,CB,,,,,
CR FN1 013.jpg,X6,142.754,,CB,,,,,
CR FN1 014.jpg,X6,140.392,,CB,,,,,
CR FN1 015.jpg,X6,131.208,,CB,,,,,
CR FN7 001.jpg,X6,159.811,,CB,,,,,
CR FN7 002.jpg,X6,148.684,,CB,,,,,
CR FN7 003.jpg,X6,132.047,,CB,,,,,
CR FN7 004.jpg,X6,157.764,,CB,,,,,
CR FN9 001.jpg,X6,146.585,,CB,,,,,
CR FN9 002.jpg,X6,168.103,,CB,,,,,
CR FN9 003.jpg,X6,151.466,,CB,,,,,
CR FN9 004.jpg,X6,140.182,,CB,,,,,
CR FN9 005.jpg,X6,138.818,,CB,,,,,
CR FN9 006.jpg,X6,137.82,,CB,,,,,
CR FN9 007.jpg,X6,135.459,,CB,,,,,
CR FN9 008.jpg,X6,132.73,,CB,,,,,
CR FN9 009.jpg,X6,137.925,,CB,,,,,
CR FN9 010.jpg,X6,162.75,,CB,,,,,
CR FN9 011.jpg,X6,137.873,,CB,,,,,
FD Electro 001.jpg,X6,133.149,,CB,,,,,
FD Electro 002.jpg,X6,155.402,,CB,,,,,
FD Electro 003.jpg,X6,157.974,,CB,,,,,
FD Electro 004.jpg,X6,151.466,,CB,,,,,
FD Electro 005.jpg,X6,158.866,,CB,,,,,
FD Electro 006.jpg,X6,130.315,,CB,,,,,
FD Electro 007.jpg,X6,156.242,,CB,,,,,
FD Electro 008.jpg,X6,163.747,,CB,,,,,
FD Electro 009.jpg,X6,141.757,,CB,,,,,
FD Electro 010.jpg,X6,144.958,,CB,,,,,
FD Electro 011.jpg,X6,144.801,,CB,,,,,
FD Electro 012.jpg,X6,132.415,,CB,,,,,
FD Electro 013.jpg,X6,138.083,,CB,,,,,
FD Electro 014.jpg,X6,151.204,,CB,,,,,
FD Electro 015.jpg,X6,148.317,,CB,,,,,
FD Electro 016.jpg,X6,127.219,,CB,,,,,
FD Electro 017.jpg,X6,161.228,,CB,,,,,
FD Electro 018.jpg,X6,156.084,,CB,,,,,
FD Electro 019.jpg,X6,137.4,,CB,,,,,
FD Electro 020.jpg,X6,137.138,,CB,,,,,
FD Electro 021.jpg,X6,146.9,,CB,,,,,
FD Electro 022.jpg,X6,141.337,,CB,,,,,
FD Electro 023.jpg,X6,136.718,,CB,,,,,
FD Electro 024.jpg,X6,134.094,,CB,,,,,
FD Electro 025.jpg,X6,135.564,,CB,,,,,
FD Electro 026.jpg,X6,143.489,,CB,,,,,
FD Electro 027.jpg,X6,137.82,,CB,,,,,
FD Electro 028.jpg,X6,141.337,,CB,,,,,
FD Electro 029.jpg,X6,129.213,,CB,,,,,
FD Electro 030.jpg,X6,133.989,,CB,,,,,
HB AN 001 07-24.jpg,X6,173.509,,CB,,,,,
HB AN 001.jpg,X6,180.594,,CB,,,,,
HB AN 002 07-24.jpg,X6,171.724,,CB,,,,,
HB AN 002.jpg,X6,187.364,,CB,,,,,
HB AN 003 07-24.jpg,X6,163.327,,CB,,,,,
HB AN 003.jpg,X6,184.95,,CB,,,,,
HB AN 004 07-24.jpg,X6,177.393,,CB,,,,,
HB AN 004.jpg,X6,183.271,,CB,,,,,
HB AN 005 07-24.jpg,X6,174.558,,CB,,,,,
HB AN 005.jpg,X6,181.171,,CB,,,,,
HB AN 006 07-24.jpg,X6,175.818,,CB,,,,,
HB AN 006.jpg,X6,187.364,,CB,,,,,
HB AN 007 07-24.jpg,X6,177.812,,CB,,,,,
HB AN 007.jpg,X6,173.404,,CB,,,,,
HB AN 008 07-24.jpg,X6,170.15,,CB,,,,,
HB AN 008.jpg,X6,180.699,,CB,,,,,
HB AN 009 07-24.jpg,X6,171.357,,CB,,,,,
HB AN 009.jpg,X6,181.854,,CB,,,,,
HB AN 010 07-24.jpg,X6,166.948,,CB,,,,,
HB AN 010.jpg,X6,174.663,,CB,,,,,
HB AN 011 07-24.jpg,X6,173.929,,CB,,,,,
HB AN 011.jpg,X6,175.713,,CB,,,,,
HB AN 012 07-24.jpg,X6,163.012,,CB,,,,,
HB AN 012.jpg,X6,175.451,,CB,,,,,
HB AN 013 07-24.jpg,X6,169.205,,CB,,,,,
HB AN 014 07-24.jpg,X6,163.327,,CB,,,,,
HB AN 015 07-24.jpg,X6,169.205,,CB,,,,,
HB FN3 001.jpg,X6,159.313,,CB,,,,,
HB FN9 001.jpg,X6,159.607,,CB,,,,,
HB FN9 002.jpg,X6,152.145,,CB,,,,,
LC Electro1 001.jpg,X6,133.779,,CB,,,,,
LC Electro1 002.jpg,X6,138.293,,CB,,,,,
LC Electro1 003.jpg,X6,153.985,,CB,,,,,
LC Electro1 004.jpg,X6,142.334,,CB,,,,,
LC Electro1 005.jpg,X6,141.547,,CB,,,,,
LC Electro1 006.jpg,X6,145.011,,CB,,,,,
LC Electro1 007.jpg,X6,135.983,,CB,,,,,
LC Electro1 008.jpg,X6,161.333,,CB,,,,,
LC Electro1 009.jpg,X6,139.71,,CB,,,,,
LC Electro1 010.jpg,X6,140.864,,CB,,,,,
LC Electro1 011.jpg,X6,129.003,,CB,,,,,
LC Electro1 012.jpg,X6,124.595,,CB,,,,,
LC Electro1 013.jpg,X6,148.212,,CB,,,,,
LC Electro1 014.jpg,X6,155.402,,CB,,,,,
LC Electro1 015.jpg,X6,137.925,,CB,,,,,
LC Electro1 016.jpg,X6,132.677,,CB,,,,,
LC Electro1 017.jpg,X6,142.859,,CB,,,,,
LC Electro1 018.jpg,X6,151.099,,CB,,,,,
LC Electro1 019.jpg,X6,131.365,,CB,,,,,
LC Electro1 020.jpg,X6,154.667,,CB,,,,,
LC Electro1 021.jpg,X6,147.635,,CB,,,,,
LC Electro1 022.jpg,X6,131.208,,CB,,,,,
LC Electro1 023.jpg,X6,131.417,,CB,,,,,
LC Electro1 024.jpg,X6,126.799,,CB,,,,,
LC Electro1 025.jpg,X6,135.616,,CB,,,,,
LC Electro1 026.jpg,X6,142.911,,CB,,,,,
LC Electro1 027.jpg,X6,146.375,,CB,,,,,
LC Electro1 028.jpg,X6,135.459,,CB,,,,,
LC Electro2 001.jpg,X6,123.86,,CB,,,,,
LC Electro3 001.jpg,X6,152.83,,CB,,,,,
LT Electro 1.jpg,X6,156.662,,CB,,,,,
LT Electro 10.jpg,X6,129.581,,CB,,,,,
LT Electro 11.jpg,X6,137.138,,CB,,,,,
LT Electro 12.jpg,X6,135.983,,CB,,,,,
LT Electro 13.jpg,X6,132.362,,CB,,,,,
LT Electro 14.jpg,X6,132.047,,CB,,,,,
LT Electro 15.jpg,X6,134.724,,CB,,,,,
LT Electro 2.jpg,X6,132.572,,CB,,,,,
LT Electro 3.jpg,X6,136.666,,CB,,,,,
LT Electro 4.jpg,X6,138.608,,CB,,,,,
LT Electro 5.jpg,X6,147.53,,CB,,,,,
LT Electro 6.jpg,X6,131.89,,CB,,,,,
LT Electro 7.jpg,X6,132.362,,CB,,,,,
LT Electro 8.jpg,X6,134.199,,CB,,,,,
LT Electro 9.jpg,X6,152.778,,CB,,,,,
LT FN 001 06-05.jpg,X6,173.141,,CB,,,,,
LT FN 002 06-05.jpg,X6,171.987,,CB,,,,,
LT FN 003 06-05.jpg,X6,154.93,,CB,,,,,
LT FN 004 06-05.jpg,X6,151.938,,CB,,,,,
LT FN 005 06-05.jpg,X6,161.385,,CB,,,,,
LT FN 006 06-05.jpg,X6,151.361,,CB,,,,,
LT FN 007 06-05.jpg,X6,153.565,,CB,,,,,
LT FN 008 06-05.jpg,X6,154.93,,CB,,,,,
LT FN 009 06-05.jpg,X6,152.043,,CB,,,,,
LT FN 010 06-05.jpg,X6,149.262,,CB,,,,,
LT FN 011 06-05.jpg,X6,169.048,,CB,,,,,
LT FN 012 06-05.jpg,X6,143.751,,CB,,,,,
LT FN 013 06-05.jpg,X6,160.913,,CB,,,,,
LT FN 014 06-05.jpg,X6,151.781,,CB,,,,,
LT FN 015 06-05.jpg,X6,153.933,,CB,,,,,
MC FN7 001.jpg,X6,172.453,,CB,,,,,
MC FN7 002.jpg,X6,160.121,,CB,,,,,
MC FN7 003.jpg,X6,166.705,,CB,,,,,
MC FN7 004.jpg,X6,161.139,,CB,,,,,
MC FN7 005.jpg,X6,158.099,,CB,,,,,
MC FN7 006.jpg,X6,149.076,,CB,,,,,
MC FN7 007.jpg,X6,165.062,,CB,,,,,
MC FN7 008.jpg,X6,150.645,,CB,,,,,
MC FN7 009.jpg,X6,169.819,,CB,,,,,
MC FN7 010.jpg,X6,156.333,,CB,,,,,
MC FN7 011.jpg,X6,155.156,,CB,,,,,
MC FN7 012.jpg,X6,162.904,,CB,,,,,
MC FN7 013.jpg,X6,153.293,,CB,,,,,
MC FN7 014.jpg,X6,155.009,,CB,,,,,
MC FN7 015.jpg,X6,161.776,,CB,,,,,
MC FN8 001.jpg,X6,142.308,,CB,,,,,
MC FN8 002.jpg,X6,145.398,,CB,,,,,
MC FN8 003.jpg,X6,152.067,,CB,,,,,
MC FN8 004.jpg,X6,155.352,,CB,,,,,
MC FN8 005.jpg,X6,141.524,,CB,,,,,
MC FN8 006.jpg,X6,163.885,,CB,,,,,
MC FN8 007.jpg,X6,163.689,,CB,,,,,
MC FN8 008.jpg,X6,158.295,,CB,,,,,
MC FN8 009.jpg,X6,162.512,,CB,,,,,
MC FN8 010.jpg,X6,134.364,,CB,,,,,
MC FN8 011.jpg,X6,163.836,,CB,,,,,
MC FN8 012.jpg,X6,139.268,,CB,,,,,
MC FN8 013.jpg,X6,141.72,,CB,,,,,
MC FN8 014.jpg,X6,136.228,,CB,,,,,
MC FN8 015.jpg,X6,135.541,,CB,,,,,
MK Electro 001.jpg,X6,153.708,,CB,,,,,
MK Electro 002.jpg,X6,144.463,,CB,,,,,
MK Electro 003.jpg,X6,130.862,,CB,,,,,
MK Electro 004.jpg,X6,138.087,,CB,,,,,
MK Electro 005.jpg,X6,140.053,,CB,,,,,
MK Electro 006.jpg,X6,133.412,,CB,,,,,
MK Electro 007.jpg,X6,129.693,,CB,,,,,
MK Electro 008.jpg,X6,130.915,,CB,,,,,
MK Electro 009.jpg,X6,144.144,,CB,,,,,
MK Electro 010.jpg,X6,137.981,,CB,,,,,
MK Electro 011.jpg,X6,150.733,,CB,,,,,
MK Electro 012.jpg,X6,142.072,,CB,,,,,
